DATE;CLOSING PRICE;OPEN;DAILY HIGH;DAILY LOW
4/6/2007;45845.24;45714.06;46015.42;45535.61
4/9/2007;45889.23;45845.24;45938.93;45470.41
4/10/2007;45339.77;45889.23;45889.23;45022.20
4/11/2007;46105.80;45339.77;46325.94;45339.77
4/12/2007;45566.09;46105.80;46105.80;45273.35
4/13/2007;46044.18;45566.09;46252.19;45566.09
4/16/2007;46697.07;46044.18;46945.67;46044.18
4/17/2007;46621.49;46697.07;46864.52;46242.95
4/18/2007;45634.02;46621.49;47077.55;45526.49
4/19/2007;46308.10;45634.02;46390.11;44843.36
4/20/2007;47355.82;46308.10;47556.56;46308.10
4/24/2007;47014.90;47355.82;47502.32;46437.45
4/25/2007;48032.72;47014.90;48038.05;46837.51
4/26/2007;47826.05;48032.72;48569.52;47637.77
4/27/2007;46861.31;47826.05;48005.39;46548.33
4/30/2007;44984.45;46861.31;46861.31;43116.13
5/1/2007;43529.49;44984.45;44984.45;43448.29
5/2/2007;44256.13;43529.49;45323.37;43529.49
5/3/2007;45077.67;44256.13;45270.52;44256.13
5/4/2007;44818.05;45077.67;45310.91;44182.55
5/7/2007;44681.09;44818.05;45359.49;44560.91
5/8/2007;44707.31;44681.09;45009.21;44394.58
5/9/2007;45102.68;44707.31;45533.11;44707.31
5/10/2007;45055.57;45102.68;45623.72;44619.73
5/11/2007;44820.76;45055.57;45055.57;44269.45
5/14/2007;45142.17;44820.76;45348.95;44820.76
5/15/2007;44897.67;45142.17;45229.65;44781.84
5/16/2007;45539.69;44897.67;45543.96;44883.00
5/17/2007;45860.04;45539.69;46234.69;45539.69
5/18/2007;46073.29;45860.04;46165.07;45630.50
5/21/2007;46209.06;46073.29;46530.00;45889.89
5/22/2007;46369.23;46209.06;46729.84;46209.06
5/23/2007;46424.71;46369.23;46617.54;46023.28
5/24/2007;46237.07;46424.71;46482.28;45589.33
5/25/2007;46194.27;46237.07;46291.87;45766.61
5/28/2007;46927.81;46194.27;46927.81;46194.27
5/29/2007;47003.04;46927.81;47111.95;46651.14
5/30/2007;46274.69;47003.04;47003.04;46136.81
5/31/2007;47081.49;46274.69;47081.81;46274.69
6/1/2007;46490.14;47081.49;47081.49;46337.68
6/4/2007;46111.14;46490.14;46678.92;45871.62
6/5/2007;46451.60;46111.14;46737.48;46091.26
6/7/2007;44843.86;45861.01;45974.57;44547.26
6/8/2007;44332.44;44843.86;44843.86;43516.46
6/11/2007;44893.70;44332.44;44984.94;44332.44
6/12/2007;44371.97;44893.70;45212.82;44245.89
6/13/2007;44629.52;44371.97;44729.70;43804.04
6/14/2007;44675.54;44629.52;45296.67;44552.32
6/15/2007;45971.80;44675.54;46014.92;44675.54
6/18/2007;46367.59;45971.80;46553.82;45971.80
6/19/2007;46231.77;46367.59;46512.74;46036.17
6/20/2007;46251.18;46231.77;46516.38;46067.49
6/21/2007;45952.39;46251.18;46251.18;45574.71
6/22/2007;45705.10;45952.39;46122.93;45544.38
6/25/2007;45417.05;45705.10;45705.10;45168.26
6/26/2007;46010.13;45417.05;46024.39;45116.00
6/27/2007;45161.75;46010.13;46010.13;45029.00
6/28/2007;46181.38;45161.75;46213.03;45161.75
6/29/2007;47093.67;46181.38;47093.67;45925.01
7/2/2007;47730.53;47093.67;47764.21;46917.20
7/3/2007;48680.30;47730.53;48826.34;47730.53
7/4/2007;49476.29;48680.30;49733.19;48614.15
7/5/2007;49850.05;49476.29;50054.20;49416.66
7/6/2007;49895.33;49850.05;50176.55;49410.53
7/9/2007;51281.85;49895.33;51388.05;49895.33
7/10/2007;50557.62;51281.85;51500.91;50497.29
7/11/2007;50055.54;50557.62;50557.62;49369.33
7/12/2007;52005.80;50055.54;52062.88;50055.54
7/13/2007;52086.68;52005.80;53061.64;51852.54
7/16/2007;51774.43;52086.68;52296.89;51557.00
7/17/2007;51643.83;51774.43;51774.43;50992.78
7/18/2007;51111.99;51643.83;51643.83;50784.08
7/19/2007;53325.29;51111.99;53325.29;51111.99
7/20/2007;52935.75;53325.29;53736.74;52634.75
7/23/2007;55625.44;52935.75;55912.80;52935.75
7/24/2007;54930.74;55625.44;56309.76;54624.88
7/25/2007;54831.94;54930.74;55061.61;53806.64
7/26/2007;52512.38;54831.94;54831.94;51831.88
7/27/2007;51561.91;52512.38;52512.38;50644.71
7/30/2007;51459.22;51561.91;52200.82;50478.46
7/31/2007;52824.89;51459.22;52971.20;51459.22
8/1/2007;51299.30;52824.89;52824.89;50383.08
8/2/2007;51393.57;51299.30;52169.35;51037.36
8/3/2007;50716.44;51393.57;51787.88;50620.26
8/6/2007;50429.89;50716.44;50716.44;49749.16
8/7/2007;50708.22;50429.89;51272.74;50429.89
8/8/2007;52070.55;50708.22;52172.79;50708.22
8/9/2007;49974.83;52070.55;52390.14;49938.43
8/10/2007;49186.43;49974.83;49974.83;48573.12
8/13/2007;50272.52;49186.43;50272.52;49186.43
8/14/2007;49880.90;50272.52;50272.52;49307.76
8/15/2007;47714.12;49880.90;49880.90;47023.21
8/16/2007;44473.30;47714.12;47714.12;43291.42
8/17/2007;46576.86;44473.30;46576.86;43480.74
8/20/2007;46148.81;46576.86;47008.70;46015.93
8/21/2007;45264.96;46148.81;46277.03;45028.21
8/22/2007;46881.96;45264.96;47046.79;45264.96
8/23/2007;47388.60;46881.96;48065.24;46881.96
8/24/2007;46823.97;47388.60;47403.36;46633.86
8/27/2007;47914.42;46823.97;47914.42;46823.97
8/28/2007;47750.68;47914.42;48016.34;47428.51
8/29/2007;48082.17;47750.68;48180.76;46835.17
8/31/2007;50198.60;48082.17;50200.70;48082.17
9/3/2007;49936.94;50198.60;50571.42;49737.23
9/4/2007;50032.59;49936.94;50298.38;49569.19
9/5/2007;49421.38;50032.59;50515.05;49301.27
9/6/2007;49601.39;49421.38;49914.15;48690.33
9/7/2007;49050.42;49601.39;49904.13;48681.39
9/10/2007;48548.93;49050.42;49321.75;48466.75
9/11/2007;49296.18;48548.93;49356.58;48548.93
9/12/2007;49233.05;49296.18;49596.21;48785.52
9/13/2007;49680.51;49233.05;49795.10;49017.82
9/14/2007;50620.91;49680.51;50620.91;49680.51
9/17/2007;50536.54;50620.91;50740.25;49975.79
9/18/2007;50500.93;50536.54;50770.95;50086.23
9/19/2007;53884.08;50500.93;53912.57;50500.93
9/20/2007;53543.06;53884.08;53918.61;53215.90
9/21/2007;53882.14;53543.06;54027.86;53066.82
9/24/2007;53580.70;53882.14;54210.36;53496.73
9/25/2007;52893.18;53580.70;53711.74;52552.00
9/26/2007;54245.83;52893.18;54267.06;52893.18
9/27/2007;54390.20;54245.83;55129.02;54158.86
9/28/2007;54044.22;54390.20;54921.48;53895.88
10/1/2007;54198.04;54044.22;54224.00;53199.15
10/2/2007;54733.30;54198.04;55402.67;54198.04
10/3/2007;54164.90;54733.30;54838.17;53933.68
10/4/2007;54915.90;54164.90;55257.99;53843.74
10/5/2007;56792.97;54915.90;56792.97;54915.90
10/8/2007;56279.09;56792.97;57350.86;56117.34
10/9/2007;57910.57;56279.09;58008.72;55964.77
10/10/2007;57418.04;57910.57;58191.67;57233.88
10/11/2007;58053.40;57397.39;58182.37;57379.58
10/15/2007;58231.90;58053.40;58864.34;56741.74
10/16/2007;57185.37;58231.90;58231.90;57048.39
10/17/2007;57931.92;57185.37;58119.80;56729.98
10/18/2007;56268.18;57931.92;58191.63;55910.00
10/19/2007;55486.84;56268.18;56773.62;55130.28
10/22/2007;53969.78;55486.84;55486.84;52094.03
10/23/2007;55752.22;53969.78;56085.66;53969.78
10/24/2007;55638.88;55752.22;55769.38;54903.37
10/25/2007;55728.60;55638.88;56648.74;55466.20
10/26/2007;56446.59;55728.60;56612.17;55728.60
10/30/2007;56774.27;56446.59;57059.75;56446.59
10/31/2007;57615.72;56774.27;57891.74;56623.84
11/1/2007;57371.31;57615.72;58747.28;56547.42
11/2/2007;56855.06;57371.31;57406.83;56474.62
11/5/2007;56064.31;56855.06;56855.06;55537.26
11/6/2007;56905.99;56064.31;56971.31;56064.31
11/7/2007;56076.44;56905.99;57484.61;55709.60
11/8/2007;55160.75;56076.44;56076.44;54405.66
11/9/2007;53689.08;55160.75;55688.42;53458.51
11/12/2007;54084.03;53689.08;54084.03;53280.50
11/13/2007;54719.01;54084.03;54719.01;53573.11
11/14/2007;55664.90;54719.01;55946.54;54719.01
11/15/2007;54743.01;55664.90;56064.94;54506.74
11/16/2007;54304.47;54743.01;54861.77;54181.12
11/19/2007;53262.90;54304.47;54910.62;53098.19
11/20/2007;53577.76;53262.90;53936.33;52632.26
11/21/2007;52615.59;53577.76;53577.76;51800.40
11/22/2007;52199.33;52615.59;52615.59;51527.83
11/23/2007;52331.29;52199.33;52629.18;51875.31
11/26/2007;52682.48;52331.29;53107.16;52234.54
11/27/2007;51452.32;52682.48;52682.48;50939.89
11/28/2007;53202.82;51452.32;53202.82;51452.32
11/29/2007;53181.19;53202.82;53769.14;52851.83
11/30/2007;54213.82;53181.19;54563.95;53181.19
12/3/2007;54320.04;54213.82;54575.35;53883.12
12/4/2007;54013.30;54320.04;54635.68;53672.53
12/5/2007;55521.18;54013.30;55555.15;54013.30
12/6/2007;56186.89;55521.18;56186.89;55329.16
12/7/2007;56490.57;56186.89;56816.84;56071.61
12/10/2007;56518.62;56490.57;56881.48;55769.30
12/11/2007;56271.27;56518.62;57088.27;56079.37
12/12/2007;56766.22;56271.27;56794.94;55314.65
12/13/2007;55239.00;56766.22;56766.22;55070.54
12/14/2007;54911.71;55239.00;55938.62;54646.05
12/17/2007;53603.43;54911.71;54911.71;53371.99
12/18/2007;54223.58;53603.43;54223.58;53373.92
12/19/2007;53847.36;53724.79;54223.58;53584.26
12/24/2007;55510.46;53847.36;55510.46;53847.36
12/25/2007;55380.65;55510.46;55543.31;55083.41
12/26/2007;55373.17;55380.65;55901.30;55241.59
12/27/2007;55233.00;55373.17;56023.59;55092.04
12/28/2007;55698.42;55233.00;56066.18;54848.86
12/31/2007;55538.13;55698.42;55981.22;55096.49
1/2/2008;54708.42;55538.13;55538.13;54424.89
1/3/2008;53541.27;54708.42;54708.42;53348.12
1/4/2008;52529.88;53541.27;54057.40;52387.60
1/7/2008;52569.54;52529.88;52798.90;51943.67
1/8/2008;53235.93;52569.54;53319.14;52569.54
1/9/2008;52730.72;53235.93;53235.93;52410.46
1/10/2008;52351.01;52730.72;53198.46;52123.79
1/11/2008;51920.59;52351.01;52512.06;51684.76
1/14/2008;51480.89;51920.59;51920.59;51214.00
1/15/2008;50377.34;51480.89;51534.09;50192.98
1/16/2008;49093.83;50377.34;50377.34;48236.02
1/17/2008;48902.75;49093.83;49778.28;47710.94
1/18/2008;48657.46;48902.75;49356.96;47926.93
1/21/2008;45544.08;48657.46;48657.46;44704.73
1/22/2008;44593.71;45544.08;45544.08;42943.70
1/23/2008;42539.49;44593.71;46127.16;42081.37
1/24/2008;45010.73;42539.49;45058.12;42539.49
1/25/2008;45497.24;45010.73;46225.91;45010.73
1/28/2008;43706.68;45497.24;45497.24;43537.00
1/29/2008;44572.70;43706.68;44732.20;43706.68
1/30/2008;44304.44;44572.70;44572.70;43894.32
1/31/2008;42697.56;44304.44;44444.30;42402.40
2/1/2008;44452.08;42697.56;44751.08;42697.56
2/4/2008;45719.91;44452.08;45848.60;44452.08
2/5/2008;44350.78;45719.91;45942.66;44201.41
2/6/2008;43317.49;44350.78;44350.78;42812.18
2/7/2008;41866.42;43317.49;43427.07;41634.82
2/8/2008;41957.86;41866.42;42845.99;41218.13
2/11/2008;41342.84;41957.86;41957.86;40954.74
2/12/2008;43539.85;41342.84;43616.09;41342.84
2/13/2008;44752.46;43539.85;44830.56;42769.36
2/14/2008;45493.66;44752.46;45931.60;44752.46
2/15/2008;44305.27;45493.66;45827.98;43894.77
2/18/2008;45741.67;44305.27;45741.67;44305.27
2/19/2008;46249.27;45741.67;46507.08;45048.07
2/20/2008;45876.74;46249.27;46249.27;45102.84
2/21/2008;46446.64;45876.74;46797.03;45816.23
2/22/2008;45592.48;46446.64;46446.64;45393.10
2/25/2008;44894.96;45592.48;46333.10;44783.19
2/26/2008;45524.52;44894.96;46016.02;44894.96
2/27/2008;46260.30;45524.52;46755.92;45524.52
2/28/2008;45823.30;46260.30;46664.25;45650.72
2/29/2008;44776.88;45823.30;45991.33;44496.28
3/3/2008;43343.59;44776.88;44776.88;42911.77
3/4/2008;42923.03;43343.59;43847.30;42727.92
3/5/2008;43468.03;42923.03;43503.90;42776.24
3/6/2008;42523.85;43468.03;43736.21;42334.00
3/7/2008;41537.22;42523.85;42523.85;40887.34
3/10/2008;41534.89;41537.22;41697.39;40987.87
3/11/2008;43318.03;41534.89;43386.03;41437.29
3/12/2008;44248.15;43318.03;44627.68;43318.03
3/13/2008;42421.93;44248.15;44248.15;42214.33
3/14/2008;42585.91;42421.93;43873.66;42044.98
3/17/2008;39409.41;42585.91;42585.91;38527.01
3/18/2008;40720.27;39409.41;40874.94;39261.88
3/19/2008;40907.00;40720.27;41556.06;40548.43
3/20/2008;39847.79;40907.00;40907.00;39460.36
3/21/2008;39719.08;39847.79;40440.61;39545.95
3/24/2008;41143.60;39719.08;41155.56;39642.77
3/25/2008;40992.42;41143.60;41641.92;40739.26
3/26/2008;40658.47;40992.42;41264.75;40337.13
3/27/2008;40634.89;40658.47;41590.04;40532.84
3/28/2008;39501.17;40634.89;41013.05;39382.04
3/31/2008;39015.44;39501.17;39501.17;38174.27
4/1/2008;40674.17;39015.44;40706.59;38464.31
4/2/2008;40985.20;40674.17;41868.28;40674.17
4/3/2008;40160.13;40985.20;41806.12;40075.85
4/4/2008;41362.71;40160.13;41362.71;40160.13
4/7/2008;42277.15;41362.71;42460.81;41362.71
4/8/2008;42170.18;42277.15;42582.76;41801.10
4/9/2008;42900.49;42170.18;43147.25;41966.44
4/10/2008;42096.46;42900.49;43173.29;42033.24
4/11/2008;41980.11;42096.46;43153.74;41719.47
4/14/2008;41747.30;41980.11;41980.11;41083.87
4/15/2008;41584.13;41747.30;41982.00;41190.91
4/16/2008;41555.97;41584.13;41961.23;41245.70
4/17/2008;41601.82;41555.97;41917.35;41312.93
4/18/2008;42641.06;41601.82;42671.36;41449.77
4/21/2008;43065.24;42641.06;43065.24;42304.67
4/22/2008;42827.71;43065.24;43211.90;42651.73
4/24/2008;43190.25;42827.71;43483.18;42377.86
4/25/2008;43593.80;43190.25;43896.91;43190.25
4/28/2008;43613.96;43593.80;43995.70;43450.13
4/29/2008;43054.48;43613.96;43613.96;42889.78
4/30/2008;43468.12;43054.48;43752.00;42396.86
5/1/2008;42664.37;43468.12;43468.12;42483.27
5/2/2008;43425.85;42664.37;43455.10;42602.82
5/5/2008;43457.86;43425.85;43610.31;43136.05
5/6/2008;42896.17;43457.86;43736.17;42699.13
5/7/2008;43272.46;42896.17;43316.29;42725.75
5/8/2008;42310.37;43272.46;43272.46;41982.37
5/9/2008;42034.70;42310.37;42310.37;41446.46
5/12/2008;41638.52;42034.70;42361.07;41486.33
5/13/2008;41831.11;41638.52;42112.09;41407.02
5/14/2008;42522.74;41831.11;42606.36;41806.27
5/15/2008;42624.17;42522.74;42692.39;42089.05
5/16/2008;42498.82;42624.17;42954.60;42363.80
5/20/2008;41296.50;42498.82;42604.21;41291.48
5/21/2008;41011.25;41296.50;41678.71;40597.21
5/22/2008;40752.45;41011.25;41021.37;40546.80
5/23/2008;39960.99;40752.45;40796.19;39744.56
5/26/2008;39439.35;39960.99;39960.99;39032.18
5/27/2008;40189.29;39439.35;40263.55;39439.35
5/28/2008;39384.87;40189.29;40244.17;39259.05
5/29/2008;39086.47;39384.87;39712.56;38946.88
5/30/2008;39969.63;39086.47;40326.03;39086.47
6/2/2008;40121.15;39969.63;40337.58;39478.02
6/3/2008;40451.73;40121.15;40689.75;39665.73
6/4/2008;39832.10;40451.73;40488.74;39733.75
6/5/2008;40463.96;39832.10;40830.39;39832.10
6/6/2008;39645.54;40463.96;40564.72;39527.65
6/9/2008;39061.71;39645.54;39645.54;38843.51
6/10/2008;38655.10;39061.71;39061.71;38041.60
6/11/2008;38238.42;38655.10;39056.27;38130.09
6/12/2008;38593.64;38238.42;38756.60;37965.38
6/13/2008;38295.72;38593.64;38761.26;38006.77
6/16/2008;38465.62;38295.72;38930.23;38152.52
6/17/2008;38724.11;38465.62;39041.85;38319.75
6/18/2008;38136.78;38724.11;38753.55;38043.87
6/19/2008;38006.96;38136.78;38269.58;37710.54
6/20/2008;37912.85;38006.96;38512.07;37797.54
6/23/2008;37583.67;37912.85;38064.77;37265.19
6/24/2008;37275.87;37583.67;37735.55;36738.26
6/25/2008;37572.64;37275.87;37588.60;37213.50
6/26/2008;36578.95;37572.64;37572.64;36488.26
6/27/2008;35829.40;36578.95;36578.95;35414.55
6/30/2008;35089.53;35829.40;36283.01;34879.48
7/1/2008;33208.24;35089.53;35089.53;32880.02
7/2/2008;33566.40;33208.24;33855.14;32687.66
7/3/2008;33919.76;33566.40;34450.22;32645.90
7/4/2008;34300.37;33919.76;34567.66;33919.76
7/7/2008;35010.04;34300.37;35102.10;34300.37
7/8/2008;34894.68;35010.04;35010.04;34149.21
7/9/2008;35603.27;34894.68;35994.54;34894.68
7/10/2008;35574.64;35603.27;36039.19;35105.76
7/11/2008;35006.46;35574.64;35819.93;34494.20
7/14/2008;35826.27;35006.46;36150.20;35006.46
7/15/2008;35254.97;35826.27;35826.27;34980.32
7/16/2008;36374.36;35254.97;36374.36;35254.97
7/17/2008;37695.26;36374.36;38025.09;36374.36
7/18/2008;37946.57;37695.26;38782.98;37481.08
7/21/2008;38703.75;37946.57;38924.81;37946.57
7/22/2008;37616.17;38703.75;38703.75;37497.49
7/23/2008;38555.56;37616.17;38687.23;37616.17
7/24/2008;38944.38;38555.56;39064.48;38420.36
7/25/2008;37556.95;38944.38;38944.38;37160.89
7/28/2008;38120.94;37556.95;38233.85;37079.44
7/29/2008;39153.74;38120.94;39153.74;37467.79
7/30/2008;41342.30;39153.74;41435.04;39153.74
7/31/2008;42200.75;41342.30;43285.60;41342.30
8/1/2008;42984.66;42200.75;42984.66;41722.47
8/4/2008;43259.37;42984.66;43602.29;42712.66
8/5/2008;42237.75;43259.37;43330.64;42092.96
8/6/2008;42075.85;42237.75;43126.00;41905.06
8/7/2008;41627.66;42075.85;42235.97;41270.95
8/8/2008;40949.91;41627.66;41789.01;40770.59
8/11/2008;41733.27;40949.91;41733.27;40949.91
8/12/2008;41461.84;41733.27;41933.99;41284.80
8/13/2008;41253.85;41461.84;41477.00;41026.62
8/14/2008;41710.52;41253.85;41977.88;41253.85
8/15/2008;42194.42;41710.52;42408.21;41710.52
8/18/2008;41946.90;42194.42;42361.53;41797.15
8/19/2008;40488.11;41946.90;41946.90;40386.90
8/20/2008;39801.35;40488.11;40732.67;39568.84
8/21/2008;39569.58;39801.35;40013.28;39198.07
8/22/2008;40894.27;39569.58;41034.97;39569.58
8/25/2008;40691.50;40894.27;41265.34;40541.30
8/26/2008;40097.46;40691.50;40691.50;39882.64
8/27/2008;39576.03;40097.46;40357.46;39406.80
8/28/2008;40149.97;39576.03;40165.05;39452.69
8/29/2008;39844.48;40149.97;40501.40;39652.41
9/1/2008;39456.77;39844.48;39844.48;38957.29
9/2/2008;40437.07;39456.77;40442.61;38999.65
9/3/2008;40328.52;40437.07;40437.07;39678.90
9/4/2008;39556.37;40328.52;40367.01;39406.08
9/5/2008;39115.63;39556.37;39556.37;38492.32
9/8/2008;40517.08;39115.63;40754.32;39115.63
9/9/2008;40124.57;40517.08;40882.28;39841.97
9/10/2008;39294.96;40124.57;40124.57;39147.39
9/11/2008;37388.13;39294.96;39294.96;37143.33
9/12/2008;37033.87;37388.13;38160.63;36779.67
9/15/2008;35081.44;37033.87;37033.87;34668.69
9/16/2008;33736.35;35081.44;35081.44;33359.44
9/17/2008;32727.57;33736.35;34952.15;32094.05
9/18/2008;32216.43;32727.57;32865.95;30971.24
9/19/2008;36370.16;32216.43;36864.33;32216.43
9/22/2008;36183.62;36370.16;36663.88;35634.82
9/23/2008;35454.17;36183.62;36183.62;34764.18
9/24/2008;35177.11;35454.17;35874.77;34703.36
9/25/2008;36361.84;35177.11;36382.66;35014.79
9/26/2008;36556.61;36361.84;36556.61;35462.63
9/29/2008;36051.30;36556.61;36556.61;35615.63
10/3/2008;34553.00;36051.30;36051.30;33592.40
10/6/2008;31574.74;34553.00;34553.00;31463.49
10/7/2008;31561.87;31574.74;32491.99;31182.40
10/8/2008;30772.63;31561.87;31561.87;28911.16
10/9/2008;30878.71;30772.63;31596.54;30590.82
10/10/2008;28495.93;30878.71;30878.71;28079.98
10/13/2008;28961.94;28495.93;30190.19;28495.93
10/14/2008;30536.15;28961.94;30875.60;28961.94
10/15/2008;29443.71;30536.15;30536.15;29180.46
10/16/2008;27600.71;29443.71;29443.71;27011.77
10/17/2008;25870.17;27600.71;28120.29;25832.89
10/20/2008;26763.55;25870.17;26812.13;25854.97
10/21/2008;26723.30;26763.55;27979.34;26655.22
10/22/2008;25624.27;26723.30;26723.30;25578.58
10/23/2008;25040.81;25624.27;26021.11;24084.11
10/24/2008;24176.68;25040.81;25040.81;23571.64
10/27/2008;24336.73;24176.68;24435.83;23445.16
10/28/2008;24895.16;24336.73;25043.84;24336.73
10/30/2008;26733.49;24895.16;27181.60;24895.16
10/31/2008;27832.93;26733.49;27859.21;26228.50
11/3/2008;27987.65;27832.93;28608.11;27781.97
11/4/2008;29343.35;27987.65;29400.10;27617.12
11/5/2008;27855.92;29343.35;29363.16;27855.92
11/6/2008;27373.73;27855.92;27855.92;26855.71
11/7/2008;26648.17;27373.73;27559.11;26506.08
11/10/2008;26797.90;26648.17;27666.53;26648.17
11/11/2008;25889.18;26797.90;26797.90;25777.30
11/12/2008;25342.50;25889.18;26082.73;25009.08
11/13/2008;25099.98;25342.50;25342.50;24501.04
11/14/2008;25425.26;25099.98;25768.30;25099.98
11/17/2008;24046.50;25425.26;25425.26;23945.36
11/18/2008;23495.05;24046.50;24046.50;22904.59
11/19/2008;21929.27;23495.05;23517.49;21835.95
11/20/2008;21228.27;21929.27;21929.27;20912.19
11/21/2008;21965.96;21228.27;22257.85;21228.27
11/24/2008;24137.02;21965.96;24259.48;21965.96
11/25/2008;24424.59;24137.02;24676.40;23853.55
11/26/2008;24408.58;24424.59;24432.33;23836.36
11/27/2008;25383.43;24408.58;25547.94;24408.58
11/28/2008;25714.98;25383.43;25846.84;24947.94
12/1/2008;24331.78;25714.98;25714.98;24254.02
12/2/2008;24425.48;23245.80;24666.14;23078.81
12/3/2008;23936.73;24425.48;24724.52;23813.91
12/4/2008;24670.97;23936.73;24741.86;23936.73
12/5/2008;24034.70;24670.97;24670.97;23847.15
12/12/2008;24936.93;24034.70;24998.55;24034.70
12/15/2008;25598.47;24936.93;26004.21;24936.93
12/16/2008;26395.82;25598.47;26395.82;25479.42
12/17/2008;26765.07;26395.82;27034.20;26393.87
12/18/2008;26395.50;26765.07;26965.75;26364.20
12/19/2008;26205.40;26395.50;26750.38;26018.85
12/22/2008;26199.00;26205.40;26336.86;26020.17
12/23/2008;26294.15;26199.00;26371.09;26040.66
12/24/2008;26054.96;26294.15;26383.64;25966.21
12/25/2008;26059.14;26054.96;26149.34;25922.98
12/26/2008;26498.96;26059.14;26568.63;26059.14
12/29/2008;26423.64;26498.96;26816.32;26327.82
12/30/2008;26411.09;26423.64;26656.14;26399.22
12/31/2008;26864.07;26411.09;27228.28;26221.11
1/2/2009;27005.63;26864.07;27332.12;26864.07
1/5/2009;27988.65;27005.63;28096.34;27005.63
1/6/2009;28709.41;27988.65;28732.54;27988.65
1/7/2009;27892.65;28709.41;28709.41;27727.37
1/8/2009;26210.37;27892.65;27892.65;26120.63
1/9/2009;26470.08;26210.37;27088.83;26210.37
1/12/2009;25708.56;26470.08;26470.08;25582.54
1/13/2009;26108.72;25708.56;26166.08;25196.82
1/14/2009;25055.71;26108.72;26400.82;25012.33
1/15/2009;25072.30;25055.71;25556.11;24833.88
1/16/2009;25630.96;25072.30;25992.08;25072.30
1/19/2009;25055.88;25630.96;25882.81;24883.87
1/20/2009;24714.74;25055.88;25428.04;24649.84
1/21/2009;24736.12;24714.74;24736.12;24035.25
1/22/2009;24641.93;24736.12;25305.27;24489.94
1/23/2009;24781.83;24641.93;24836.64;24332.58
1/26/2009;25970.00;24781.83;25970.00;24781.83
1/27/2009;25798.26;25970.00;26259.62;25479.97
1/28/2009;26705.62;25798.26;26772.48;25798.26
1/29/2009;26162.99;26705.62;26705.62;26011.12
1/30/2009;25934.37;26162.99;26162.99;25567.40
2/2/2009;25270.81;25934.37;25934.37;25234.77
2/3/2009;25659.90;25270.81;25874.04;25270.81
2/4/2009;26141.06;25659.90;26307.99;25659.90
2/5/2009;25774.21;26141.06;26141.06;25669.31
2/6/2009;26735.21;25774.21;26783.85;25774.21
2/9/2009;27040.47;26735.21;27131.87;26735.21
2/10/2009;25966.12;27040.47;27040.47;25904.60
2/11/2009;25398.42;25966.12;25966.12;24974.76
2/12/2009;25023.08;25398.42;25674.78;24899.20
2/13/2009;25199.53;25023.08;25544.96;24961.38
2/16/2009;24911.52;25199.53;25199.53;24720.70
2/17/2009;23907.55;24911.52;24911.52;23754.50
2/18/2009;23844.72;23907.55;24182.75;23160.00
2/19/2009;24439.91;23844.72;24527.99;23844.72
2/20/2009;23579.48;24439.91;24439.91;23453.10
2/23/2009;23991.03;23579.48;24196.58;23579.48
2/24/2009;24032.46;23991.03;24068.71;23436.60
2/25/2009;24152.34;24032.46;24544.42;24032.46
2/26/2009;24168.57;24152.34;24343.56;24034.66
2/27/2009;24026.59;24168.57;24168.57;23637.82
3/2/2009;23699.93;24026.59;24026.59;23424.85
3/3/2009;23751.96;23699.93;23774.32;23485.55
3/4/2009;23940.66;23751.96;24020.24;23679.65
3/5/2009;23035.95;23940.66;23993.67;22896.03
3/6/2009;23220.02;23035.95;23220.02;22721.34
3/9/2009;23054.97;23220.02;23389.17;22658.75
3/10/2009;23315.43;23054.97;23391.75;22913.62
3/11/2009;23282.57;23315.43;23693.19;23195.29
3/12/2009;23539.49;23282.57;23539.49;22583.11
3/13/2009;23615.25;23539.49;24040.54;23539.49
3/16/2009;23620.31;23615.25;23895.95;23488.07
3/17/2009;23452.76;23620.31;23620.31;23286.42
3/18/2009;23497.17;23452.76;23735.86;23243.22
3/19/2009;23968.83;23497.17;24114.87;23497.17
3/20/2009;24038.89;23968.83;24105.50;23760.48
3/23/2009;24919.26;24038.89;24919.26;24038.89
3/24/2009;25001.59;24919.26;25531.98;24867.49
3/25/2009;25536.39;25001.59;25543.31;24901.74
3/26/2009;25409.83;25536.39;25753.81;25356.23
3/27/2009;25697.25;25409.83;25697.25;25396.55
3/30/2009;25143.61;25697.25;25697.25;24846.07
3/31/2009;25764.83;25143.61;25764.83;25131.38
4/1/2009;25943.57;25764.83;26014.84;25558.15
4/2/2009;26771.17;25943.57;26776.49;25943.57
4/3/2009;26631.06;26771.17;27180.61;26479.49
4/6/2009;26650.66;26631.06;27255.26;26523.31
4/7/2009;26377.63;26650.66;26817.78;26254.46
4/8/2009;27653.58;26377.63;27653.58;25979.15
4/9/2009;28546.46;27653.58;28552.29;27653.58
4/10/2009;28838.28;28546.46;28894.46;28345.10
4/13/2009;28446.99;28838.28;29097.04;28367.32
4/14/2009;28160.81;28446.99;28891.98;27960.24
4/15/2009;28324.29;28160.81;28401.50;27749.05
4/16/2009;29523.15;28324.29;29531.55;28324.29
4/17/2009;29445.96;29523.15;29896.64;29336.44
4/20/2009;28548.43;29445.96;29792.81;28416.53
4/21/2009;28678.57;28548.43;28737.18;28071.94
4/22/2009;28956.83;28678.57;29269.06;28678.57
4/24/2009;29675.55;28956.83;29718.61;28956.83
4/27/2009;29552.26;29675.55;29792.01;29195.34
