DATE;CLOSING PRICE;OPEN;DAILY HIGH;DAILY LOW
2/25/2005;28031.45;;28067.14;27295.00
2/28/2005;28396.17;;28409.54;27861.84
3/1/2005;27768.46;;28400.02;27631.54
3/2/2005;27226.38;;27964.78;27168.53
3/3/2005;27558.88;;27808.27;27224.17
3/4/2005;27663.22;;27802.24;27296.23
3/7/2005;27789.92;;27883.79;27539.30
3/8/2005;27698.34;;27929.37;27594.02
3/9/2005;27746.37;;27811.88;27463.04
3/10/2005;27519.81;;27935.60;27357.15
3/11/2005;27572.79;;27716.43;27471.93
3/14/2005;26936.75;;27572.79;26816.56
3/15/2005;26547.17;;27058.95;26156.65
3/16/2005;25331.70;;26547.17;25257.54
3/17/2005;24438.77;;25836.43;23874.68
3/18/2005;25348.51;;25458.76;24475.97
3/21/2005;24636.68;;25405.99;24457.04
3/22/2005;25218.21;;25218.21;24422.24
3/23/2005;24439.26;;25218.21;24158.65
3/24/2005;25068.49;;25119.67;24439.26
3/25/2005;25502.60;;25524.78;25040.74
3/28/2005;24842.21;;25587.66;24783.92
3/29/2005;24479.67;;24934.15;24243.91
3/30/2005;24600.92;;24788.64;24355.06
3/31/2005;25557.76;;25557.76;24600.92
4/1/2005;25740.76;;25983.10;25538.22
4/4/2005;25445.12;;25973.94;25337.47
4/5/2005;25682.54;;25682.54;25187.27
4/6/2005;26056.61;;26226.74;25682.54
4/7/2005;25798.04;;26229.01;25732.92
4/8/2005;25729.88;;26104.33;25659.83
4/11/2005;25370.26;;25969.01;25274.88
4/12/2005;25077.96;;25835.26;24958.91
4/13/2005;25293.24;;25369.22;24631.96
4/14/2005;24541.96;;25322.44;24443.51
4/15/2005;23853.34;;24541.96;23593.07
4/18/2005;23285.94;;23853.34;22887.85
4/19/2005;24143.88;;24143.88;23250.91
4/20/2005;24175.89;;24594.02;24061.63
4/21/2005;24419.37;;24419.37;23825.22
4/22/2005;24730.75;;24953.43;24419.37
4/25/2005;24798.07;;24858.75;24627.41
4/26/2005;24483.97;;24896.47;24399.24
4/27/2005;24070.13;;24483.97;23942.48
4/28/2005;23519.63;;24291.63;23428.36
4/29/2005;23591.64;;23790.36;23169.51
5/2/2005;24252.96;;24339.18;23591.64
5/3/2005;24137.94;;24338.73;24020.55
5/4/2005;24560.22;;24765.00;24137.94
5/5/2005;25099.87;;25181.38;24560.22
5/6/2005;24950.82;;25109.15;24795.84
5/9/2005;24702.24;;25049.31;24593.97
5/10/2005;24688.26;;25008.65;24631.37
5/11/2005;24662.88;;24688.26;24309.30
5/12/2005;25114.43;;25230.06;24638.92
5/13/2005;25325.67;;25325.67;24937.18
5/16/2005;24921.28;;25325.67;24844.57
5/17/2005;24846.11;;25202.85;24772.16
5/18/2005;25205.51;;25248.17;24828.54
5/20/2005;25464.89;;25633.51;25205.51
5/23/2005;24329.06;;25464.89;24223.82
5/24/2005;24140.93;;24575.54;24002.38
5/25/2005;24119.79;;24409.30;23890.83
5/26/2005;24054.09;;24134.63;23900.71
5/27/2005;24453.14;;24612.31;24054.09
5/30/2005;24977.78;;24977.78;24138.88
5/31/2005;25236.48;;25378.17;24789.69
6/1/2005;25230.81;;25370.72;25081.35
6/2/2005;25799.12;;25838.01;25230.81
6/3/2005;26051.55;;26134.12;25673.15
6/6/2005;25533.07;;26051.55;25436.76
6/7/2005;25478.03;;25734.13;25301.00
6/8/2005;25779.75;;25862.47;25448.51
6/9/2005;25499.99;;25881.63;25358.89
6/10/2005;25725.19;;25739.42;25484.38
6/13/2005;25609.99;;25730.44;25522.22
6/14/2005;25929.93;;26006.63;25609.99
6/15/2005;26209.42;;26287.72;25929.93
6/16/2005;26579.72;;26579.72;26178.52
6/17/2005;26529.32;;26755.36;26311.45
6/20/2005;26709.17;;26728.03;26427.23
6/21/2005;26746.40;;27019.36;26658.50
6/22/2005;26779.27;;26866.71;26610.70
6/23/2005;27021.54;;27186.71;26710.29
6/24/2005;27033.40;;27046.43;26647.41
6/27/2005;26597.80;;27033.40;26463.92
6/28/2005;26811.40;;26825.56;26549.28
6/29/2005;27135.90;;27204.33;26811.40
6/30/2005;26957.32;;27417.89;26573.47
7/1/2005;27616.86;;27616.86;26922.03
7/4/2005;27702.25;;27852.99;27588.18
7/5/2005;27377.55;;27774.32;27291.76
7/6/2005;27781.35;;27803.58;27374.73
7/7/2005;27689.50;;27952.24;26980.28
7/8/2005;27842.43;;27963.08;27619.03
7/11/2005;27808.07;;28054.23;27696.34
7/12/2005;27689.24;;27920.15;27573.22
7/13/2005;28061.92;;28185.10;27689.24
7/14/2005;28500.87;;28500.87;28061.92
7/15/2005;28427.27;;28778.73;28358.16
7/18/2005;28402.65;;28630.10;28236.81
7/19/2005;28675.40;;28675.40;28303.16
7/20/2005;28713.45;;29008.16;28593.47
7/21/2005;28946.95;;29163.92;28713.45
7/22/2005;29188.09;;29418.55;28972.49
7/25/2005;29273.25;;29312.21;29013.98
7/26/2005;28730.69;;29436.99;28673.89
7/27/2005;29164.82;;29164.82;28715.16
7/28/2005;29343.03;;29465.18;29149.18
7/29/2005;29615.29;29343.03;29731.41;29343.03
8/1/2005;29776.69;29615.29;29935.55;29401.69
8/2/2005;29543.48;29776.69;29881.48;29326.23
8/3/2005;29727.05;29543.48;29996.22;29492.07
8/4/2005;30123.59;29727.05;30163.10;29727.05
8/5/2005;29945.44;30123.59;30123.59;29783.82
8/8/2005;29924.83;29945.44;30125.81;29671.03
8/9/2005;29701.00;29924.83;30013.71;29565.79
8/10/2005;29683.21;29701.00;29954.26;29478.17
8/11/2005;29111.84;29683.21;29683.21;28967.78
8/12/2005;28175.93;29111.84;29182.23;28106.57
8/15/2005;28074.94;28175.93;28237.86;27866.11
8/16/2005;28257.65;28074.94;28665.82;28069.90
8/17/2005;27906.28;28257.65;28257.65;27683.48
8/18/2005;28000.00;27906.28;28334.20;27861.37
8/19/2005;28456.86;28000.00;28514.66;27953.30
8/22/2005;28951.44;28456.86;29007.36;28456.86
8/23/2005;29191.60;28951.44;29243.25;28841.32
8/24/2005;29372.23;29191.60;29372.23;28980.58
8/25/2005;29814.17;29372.23;29816.33;29258.04
8/26/2005;30020.40;29814.17;30056.00;29814.17
8/29/2005;30015.12;30020.40;30069.82;29737.95
8/31/2005;30908.02;30015.12;30908.02;29998.66
9/1/2005;31947.95;30908.02;31947.95;30907.77
9/2/2005;31701.62;31947.95;32010.49;31594.94
9/5/2005;31879.45;31701.62;31987.33;31405.72
9/6/2005;31832.50;31879.45;32138.01;31605.69
9/7/2005;31385.01;31832.50;32006.88;31250.20
9/8/2005;31467.50;31385.01;31683.55;31181.72
9/9/2005;32202.66;31485.39;32202.66;31485.39
9/12/2005;32711.13;32202.66;32745.25;32202.66
9/13/2005;32541.11;32711.13;33774.05;32298.05
9/14/2005;32632.44;32541.11;32634.98;32110.91
9/15/2005;33271.11;32632.44;33271.11;32601.90
9/16/2005;33294.26;33271.11;33636.72;33152.35
9/19/2005;33221.15;33294.26;33463.23;33021.09
9/20/2005;33719.30;33221.15;33893.23;33221.15
9/21/2005;33863.82;33719.30;34002.48;33633.05
9/22/2005;33465.61;33863.82;34014.59;33366.91
9/23/2005;33195.60;33465.61;33474.15;33098.81
9/26/2005;33516.04;33250.45;33545.63;33239.65
9/27/2005;33319.18;33516.04;33727.30;33127.64
9/28/2005;32744.95;33319.18;33503.88;32504.91
9/29/2005;33396.23;32744.95;33511.80;32744.95
9/30/2005;33333.23;33396.23;33485.25;33014.68
10/3/2005;34300.90;33333.23;34300.90;32412.52
10/4/2005;35624.79;34300.90;35809.90;34300.90
10/5/2005;34775.67;35624.79;35773.95;34588.45
10/6/2005;33510.39;34775.67;34775.67;33398.66
10/7/2005;33413.61;33510.39;33798.88;33032.37
10/10/2005;33505.96;33413.61;33806.82;32941.04
10/11/2005;34040.21;33505.96;34050.90;33370.83
10/12/2005;33118.44;34040.21;34082.40;32969.81
10/13/2005;32054.34;33118.44;33199.39;31810.95
10/14/2005;31440.03;32054.34;32295.36;31055.13
10/17/2005;31850.68;31440.03;31895.33;31087.33
10/18/2005;31586.83;31850.68;32229.50;31448.09
10/19/2005;30766.71;31586.83;31586.83;30633.42
10/20/2005;31403.90;30766.71;31489.25;30766.71
10/21/2005;31428.62;31403.90;31631.09;30809.64
10/24/2005;31845.70;31428.62;32081.09;31428.62
10/25/2005;31669.96;31845.70;32438.52;31516.67
10/26/2005;31474.44;31669.96;32179.61;31335.67
10/27/2005;31273.31;31474.44;31534.66;30767.61
10/28/2005;31038.52;31273.31;31273.31;30922.66
10/31/2005;31963.99;31038.52;32091.39;31038.52
11/1/2005;32791.99;31963.99;32877.32;31963.99
11/2/2005;33152.10;32791.99;33336.53;32691.44
11/7/2005;33830.10;33152.10;33835.02;33120.70
11/8/2005;33749.43;33830.10;33917.61;33420.83
11/9/2005;33848.29;33749.43;33952.18;33454.49
11/10/2005;34709.65;33848.29;34709.65;33776.82
11/11/2005;34096.32;34709.65;35098.31;33993.75
11/14/2005;34171.51;34096.32;34477.00;34024.57
11/15/2005;34324.04;34171.51;34703.20;34171.51
11/16/2005;34866.57;34324.04;34866.57;34295.93
11/17/2005;35127.34;34866.57;35311.28;34857.62
11/18/2005;35314.31;35127.34;35395.55;34901.20
11/21/2005;35654.99;35314.31;35716.71;35174.43
11/22/2005;35254.14;35654.99;35878.17;35044.91
11/23/2005;36179.29;35254.14;36181.81;35254.14
11/24/2005;36907.79;36179.29;36917.32;36015.96
11/25/2005;36759.89;36907.79;37220.80;36576.32
11/28/2005;36621.47;36759.89;36851.09;36371.69
11/29/2005;37495.22;36621.47;37515.97;36267.05
11/30/2005;38088.65;37495.22;38190.02;37495.22
12/1/2005;38296.91;38088.65;38296.91;37770.91
12/2/2005;38573.71;38296.91;39108.50;38296.91
12/5/2005;39130.73;38573.71;39130.73;38376.33
12/6/2005;38917.82;39130.73;39288.19;38761.64
12/7/2005;38441.59;38917.82;39274.11;38244.15
12/8/2005;38587.77;38441.59;38587.77;37734.09
12/9/2005;37496.18;38587.77;38647.48;37272.56
12/12/2005;38202.19;37496.18;38283.48;37496.18
12/13/2005;37741.70;38202.19;38439.32;37579.61
12/14/2005;37870.57;37741.70;38300.10;37727.54
12/15/2005;37631.57;37870.57;38407.96;37315.89
12/16/2005;37716.70;37631.57;37734.67;37465.10
12/19/2005;37960.13;37716.70;38046.20;37704.38
12/20/2005;37628.09;37960.13;37980.32;37536.94
12/21/2005;38210.24;37729.42;38321.13;37644.25
12/22/2005;38353.12;38210.24;38550.51;38095.50
12/23/2005;38919.51;38353.12;39111.88;38353.12
12/26/2005;39139.08;38919.51;39303.05;38919.51
12/27/2005;39015.86;39139.08;39288.91;38823.66
12/28/2005;39220.17;39015.86;39220.17;38826.99
12/29/2005;39837.27;39220.17;39837.27;39212.12
12/30/2005;39777.70;39837.27;40011.93;39637.32
1/2/2006;39790.72;39777.70;39856.22;39398.86
1/3/2006;40665.44;39790.72;40756.77;39723.91
1/4/2006;41362.47;40665.44;41590.74;40665.44
1/5/2006;41722.40;41362.47;41722.40;40925.73
1/6/2006;41905.41;41722.40;42354.18;41348.01
1/16/2006;43628.83;41905.41;43628.83;41656.78
1/17/2006;44076.91;43628.83;44297.84;43249.62
1/18/2006;42622.90;44076.91;44076.91;42160.15
1/19/2006;43645.23;42622.90;43663.96;42622.90
1/20/2006;44465.68;43645.23;44742.85;43645.23
1/23/2006;43744.14;44465.68;44465.68;43110.24
1/24/2006;44434.54;43851.42;44660.80;43697.68
1/25/2006;45746.17;44434.54;45782.41;44434.54
1/26/2006;45784.09;45746.17;46281.42;45318.65
1/27/2006;45315.15;45784.09;46475.74;45163.46
1/30/2006;44891.25;45315.15;45415.19;44648.70
1/31/2006;44590.22;44891.25;45182.98;44320.07
2/1/2006;45250.66;44590.22;45531.97;44447.89
2/2/2006;44685.93;45250.66;45844.58;44429.31
2/3/2006;44228.02;44841.03;44865.87;43956.68
2/6/2006;44855.61;44228.02;44855.61;43905.00
2/7/2006;44652.96;44855.61;45432.81;44557.78
2/8/2006;43842.68;44652.96;44652.96;43400.30
2/9/2006;44117.47;43842.68;44523.94;43785.09
2/10/2006;44772.93;44117.47;44812.49;43606.05
2/13/2006;44046.29;44772.93;44985.20;43856.46
2/14/2006;43507.51;44046.29;44046.29;42944.83
2/15/2006;43803.98;43507.51;44187.43;43053.71
2/16/2006;45361.34;43803.98;45437.96;43803.98
2/17/2006;46244.32;45361.34;46707.37;45361.34
2/20/2006;46689.01;46244.32;47073.96;46067.84
2/21/2006;46710.93;46537.60;46941.71;46319.99
2/22/2006;46265.39;46710.93;46714.47;45977.90
2/23/2006;46553.57;46265.39;46879.75;46190.45
2/24/2006;46838.10;46553.57;47209.78;46362.99
2/27/2006;47728.50;46838.10;47728.50;46838.10
2/28/2006;47015.88;47728.50;48192.31;46896.96
3/1/2006;47492.97;47015.88;47492.97;46512.79
3/2/2006;46890.80;47492.97;48075.44;46747.60
3/3/2006;46366.23;46890.80;47168.78;46206.00
3/6/2006;45997.07;46366.23;46795.15;45705.52
3/7/2006;43889.75;45997.07;45997.07;43342.71
3/8/2006;42340.43;43889.75;43889.75;41465.27
3/9/2006;42863.37;42340.43;43721.10;42340.43
3/10/2006;42521.94;42863.37;42896.35;41960.22
3/13/2006;44345.95;42521.94;44352.67;42521.94
3/14/2006;42906.72;44345.95;44452.72;42716.39
3/15/2006;43236.71;42906.72;44120.34;42906.72
3/16/2006;44051.34;43236.71;44062.18;43102.16
3/17/2006;44688.12;44051.34;44940.53;43939.39
3/20/2006;44426.27;44688.12;44868.07;44161.20
3/21/2006;44399.44;44426.27;44426.27;43628.48
3/22/2006;44328.80;44399.44;44399.44;43211.02
3/23/2006;44531.22;44328.80;44825.88;44206.06
3/24/2006;43273.94;44531.22;44635.54;43145.15
3/27/2006;42710.46;43273.94;43401.36;42395.35
3/28/2006;41742.09;42710.46;42861.12;41442.62
3/29/2006;42507.02;41742.09;42507.02;40715.56
3/30/2006;42941.70;42507.02;43122.40;42334.31
3/31/2006;42911.32;42941.70;43365.31;42518.63
4/3/2006;44028.40;42911.32;44078.42;42911.32
4/4/2006;44070.94;44028.40;44280.31;43378.49
4/5/2006;44088.59;44070.94;44633.43;43858.15
4/6/2006;43710.59;44088.59;44515.80;43510.60
4/7/2006;44284.17;43710.59;44492.09;43575.41
4/10/2006;43099.34;44284.17;44284.37;42892.77
4/11/2006;42890.29;43099.34;43398.27;42288.28
4/12/2006;42505.02;42890.29;42890.29;42086.49
4/13/2006;41919.25;42505.02;43115.57;41737.25
4/14/2006;42212.03;41919.25;42266.96;41820.59
4/17/2006;41860.66;42212.03;42380.27;41705.27
4/18/2006;42864.85;41860.66;42864.85;41860.66
4/19/2006;43732.47;42864.85;44173.44;42864.85
4/20/2006;43872.79;43732.47;43970.97;43433.71
4/21/2006;45075.89;43872.79;45075.89;43787.81
4/24/2006;45278.39;45075.89;45516.79;44709.38
4/25/2006;45352.51;45278.39;45683.94;45187.27
4/26/2006;44745.54;45352.51;45712.51;44414.15
4/27/2006;43752.02;44745.54;45481.73;43496.82
4/28/2006;43880.43;43752.02;44419.88;43335.99
5/1/2006;44030.35;43880.43;44237.24;43627.67
5/2/2006;44413.62;44030.35;44420.59;43571.38
5/3/2006;44647.82;44413.62;45084.83;44359.67
5/4/2006;44251.44;44647.82;44651.81;43963.01
5/5/2006;44212.76;44251.44;44865.95;43981.26
5/8/2006;44712.89;44212.76;44735.12;44212.76
5/9/2006;44563.26;44712.89;45049.80;44295.36
5/10/2006;43598.99;44563.26;44563.26;43354.94
5/11/2006;43713.19;43598.99;43890.18;43313.60
5/12/2006;41970.80;43713.19;43713.19;41858.17
5/15/2006;40268.68;41970.80;41970.80;39838.10
5/16/2006;41044.06;40268.68;41063.39;39945.49
5/17/2006;40439.24;41044.06;41891.45;40389.37
5/18/2006;39643.68;40439.24;40439.24;38943.17
5/22/2006;36351.06;39643.68;39774.21;36055.39
5/23/2006;37235.49;36351.06;37259.18;35277.93
5/24/2006;36100.70;37235.49;37235.49;35636.55
5/25/2006;36730.24;36100.70;36814.10;35987.15
5/26/2006;38593.47;36730.24;38593.47;36730.24
5/29/2006;38908.60;38593.47;38971.53;38267.81
5/30/2006;37860.80;38908.60;38908.60;37471.28
5/31/2006;38132.21;37860.80;38443.20;36405.71
6/1/2006;38395.24;38132.21;38760.08;37939.22
6/2/2006;39285.80;38395.24;39428.14;38395.24
6/5/2006;37964.03;39285.80;39285.80;37693.96
6/6/2006;37464.43;37964.03;37964.03;37213.54
6/7/2006;36709.55;37464.43;37852.93;36604.27
6/8/2006;35338.66;36709.55;36797.54;35275.36
6/9/2006;34802.58;35338.66;36104.61;34358.19
6/12/2006;34330.32;34802.58;35107.78;34201.88
6/13/2006;32384.42;34330.32;34330.32;31557.80
6/14/2006;32899.74;32384.42;33065.05;32167.82
6/15/2006;33627.40;32899.74;34322.56;32899.74
6/16/2006;34048.04;33627.40;35057.95;33627.40
6/19/2006;34807.73;34048.04;34807.73;33818.06
6/20/2006;34601.40;34807.73;34841.07;34162.51
6/21/2006;33762.00;34601.40;34902.70;33422.20
6/22/2006;34228.99;33762.00;35378.37;33762.00
6/23/2006;33132.30;34228.99;34322.61;32782.48
6/26/2006;31950.56;33132.30;33672.45;31623.84
6/27/2006;32470.42;31950.56;32476.62;31491.56
6/28/2006;33207.10;32470.42;33357.87;31781.29
6/29/2006;34031.08;33207.10;34091.04;33207.10
6/30/2006;35453.31;34031.08;35589.00;34031.08
7/3/2006;35456.47;35453.31;35615.53;35193.65
7/4/2006;36481.23;35456.47;36481.23;35456.47
7/5/2006;35385.02;36481.23;36481.23;35322.46
7/6/2006;35698.74;35385.02;35777.02;34554.20
7/7/2006;36202.23;35698.74;36448.76;35698.74
7/10/2006;36148.39;36202.23;36355.70;35813.29
7/11/2006;35955.80;36148.39;36549.02;35820.29
7/12/2006;35815.54;35955.80;36516.07;35641.31
7/13/2006;35010.46;35815.54;35815.54;34167.89
7/14/2006;33831.69;35010.46;35010.46;33728.63
7/17/2006;32702.89;33831.69;33831.69;32195.66
7/18/2006;33617.96;32702.89;33617.96;32492.81
7/19/2006;33554.41;33617.96;33929.13;33368.76
7/20/2006;35311.04;33554.41;35346.90;33554.41
7/21/2006;34988.80;35311.04;35311.04;34492.57
7/24/2006;34959.03;34988.80;35107.54;34697.85
7/25/2006;35264.40;34959.03;35541.14;34878.14
7/26/2006;35984.53;35264.40;36012.53;35073.24
7/27/2006;36747.28;35984.53;37030.22;35984.53
7/28/2006;36101.89;36747.28;36804.54;35922.16
7/31/2006;36067.92;36101.89;36574.24;35909.28
8/1/2006;35742.75;36067.92;36487.48;35552.88
8/2/2006;35721.64;35742.75;35935.22;35399.47
8/3/2006;35262.86;35721.64;36104.20;35147.22
8/4/2006;36159.61;35262.86;36269.27;35262.86
8/7/2006;35967.54;36159.61;36159.61;35651.75
8/8/2006;36535.75;35967.54;36790.75;35967.54
8/9/2006;37563.33;36535.75;37563.33;36337.87
8/10/2006;37389.25;37563.33;37563.33;36723.50
8/11/2006;37418.11;37389.25;38026.75;37282.77
8/14/2006;37631.07;37418.11;37804.99;37418.11
8/15/2006;37806.51;37631.07;37806.51;36925.04
8/16/2006;38433.41;37806.51;38433.41;37673.34
8/17/2006;37885.28;38433.41;38787.65;37705.05
8/18/2006;37384.79;37885.28;38076.40;37135.94
8/21/2006;37164.93;37384.79;37471.54;37012.44
8/22/2006;37130.81;37164.93;37568.19;37001.61
8/23/2006;37121.81;37130.81;37310.35;36881.57
8/24/2006;36651.38;37121.81;37121.81;36173.85
8/25/2006;36861.66;36651.38;37028.36;36555.93
8/28/2006;36686.71;36861.66;36879.61;36519.58
8/29/2006;36897.20;36686.71;37056.71;36686.71
8/31/2006;37285.94;36897.20;37395.48;36897.20
9/1/2006;37414.94;37285.94;37424.21;37077.53
9/4/2006;38139.07;37414.94;38139.07;37396.32
9/5/2006;38180.02;38139.07;38389.54;37944.26
9/6/2006;37689.67;38180.02;38190.29;37512.10
9/7/2006;37457.04;37689.67;37689.67;37235.01
9/8/2006;37371.99;37457.04;37743.59;37132.66
9/11/2006;37172.63;37371.99;37423.40;36878.74
9/12/2006;37624.54;37172.63;37624.54;36992.95
9/13/2006;37774.59;37624.54;38230.17;37624.54
9/14/2006;37478.65;37774.59;38191.01;37225.31
9/15/2006;38143.91;37478.65;38143.91;37415.17
9/18/2006;38245.87;38143.91;38646.03;38099.32
9/19/2006;38345.10;38245.87;38435.17;37873.45
9/20/2006;38275.02;38345.10;38409.23;38014.85
9/21/2006;37790.82;38275.02;38538.22;37637.97
9/22/2006;36390.01;37790.82;37790.82;36228.08
9/25/2006;36084.24;36390.01;36807.66;35961.41
9/26/2006;36432.37;36084.24;36588.42;35932.06
9/27/2006;36818.73;36432.37;37207.20;36432.37
9/28/2006;37268.21;36818.73;37268.21;36778.03
9/29/2006;36924.86;37268.21;37467.09;36782.09
10/2/2006;36983.89;36924.86;36983.89;36461.82
10/3/2006;36830.44;36983.89;37096.47;36597.86
10/4/2006;36389.72;36830.44;36830.44;36223.89
10/5/2006;36917.37;36389.72;37086.18;36389.72
10/6/2006;36737.62;36917.37;37094.07;36502.54
10/9/2006;36885.89;36885.89;36913.60;36593.51
10/10/2006;37449.23;36885.89;37477.20;36885.89
10/11/2006;37660.37;37449.23;37784.80;37427.26
10/12/2006;38316.92;37660.37;38316.92;37522.73
10/13/2006;38486.09;38316.92;38643.27;38223.89
10/16/2006;38997.95;38486.09;38997.95;38425.34
10/17/2006;38456.75;38997.95;39107.99;38325.80
10/18/2006;39743.83;38456.75;39763.49;38456.75
10/19/2006;39823.94;39743.83;40188.87;39283.02
10/20/2006;39643.76;39823.94;39987.86;39405.14
10/26/2006;40591.06;39643.76;40830.05;39643.76
10/27/2006;40683.25;40591.06;40890.93;40382.07
10/30/2006;40081.41;40683.25;40683.25;39763.58
10/31/2006;40582.25;40081.41;40622.78;39846.13
11/1/2006;40601.72;40582.25;40640.85;40283.54
11/2/2006;39504.05;40601.72;40601.72;39350.31
11/3/2006;39307.05;39504.05;39530.19;38708.82
11/6/2006;39675.85;39307.05;39810.37;39195.46
11/7/2006;40163.70;39675.85;40595.32;39675.85
11/8/2006;39736.73;40163.70;40163.70;39614.90
11/9/2006;39890.93;39736.73;40323.47;39692.06
11/10/2006;39627.18;39890.93;39890.93;39345.09
11/13/2006;39030.30;39703.25;39751.98;38797.14
11/14/2006;39655.14;39030.30;39655.14;39022.41
11/15/2006;39654.14;39655.14;39971.31;39467.73
11/16/2006;39268.13;39654.14;39888.91;39113.50
11/17/2006;38432.80;39268.13;39292.71;38314.67
11/20/2006;38346.57;38432.80;38432.80;37685.30
11/21/2006;38501.10;38346.57;38501.10;37935.18
11/22/2006;37733.58;38501.10;38668.34;37528.10
11/23/2006;38077.05;37733.58;38202.36;37510.06
11/24/2006;37582.13;38077.05;38077.52;37422.46
11/27/2006;38238.57;37582.13;38238.57;37552.95
11/28/2006;37183.79;38238.57;38238.57;37033.93
11/29/2006;38066.89;37183.79;38066.89;37183.79
11/30/2006;38168.53;38066.89;38575.07;38058.72
12/1/2006;38196.52;38168.53;38450.75;38006.43
12/4/2006;37654.69;38196.52;38196.52;37452.47
12/5/2006;38163.03;37654.69;38166.46;37412.82
12/6/2006;38184.76;38163.03;38378.89;38035.50
12/7/2006;39857.75;38184.76;39857.75;38184.76
12/8/2006;39320.47;39857.75;39857.75;39167.74
12/11/2006;39461.94;39320.47;39476.47;39111.11
12/12/2006;39213.02;39461.94;39987.45;39073.60
12/13/2006;38874.90;39213.02;39213.02;38716.95
12/14/2006;39595.38;38874.90;39595.38;38836.10
12/15/2006;40204.80;39595.38;40237.81;39595.38
12/18/2006;39832.52;40204.80;40380.31;39703.06
12/19/2006;39071.10;39832.52;39832.52;38940.37
12/20/2006;38996.68;39071.10;39561.47;38852.57
12/21/2006;39082.95;38996.68;39150.18;38758.45
12/22/2006;39180.20;39082.95;39180.20;38858.80
12/25/2006;38705.39;39180.20;39180.20;38553.15
12/26/2006;38766.55;38705.39;39046.29;38497.08
12/27/2006;38610.57;38766.55;38861.01;38283.70
12/28/2006;39138.18;38610.57;39241.81;38610.57
12/29/2006;39117.46;39138.18;39468.92;38901.52
1/4/2007;39006.27;39117.46;39298.38;38808.67
1/5/2007;38435.15;39006.27;39006.27;38184.02
1/8/2007;37832.05;38435.15;38435.15;37398.22
1/9/2007;37083.09;37832.05;38136.59;36975.98
1/10/2007;36629.89;37083.09;37192.84;36344.15
1/11/2007;37640.38;36629.89;37640.38;36629.89
1/12/2007;38138.21;37640.38;38253.73;37640.38
1/15/2007;39042.95;38138.21;39042.95;38076.77
1/16/2007;38888.47;39042.95;39075.93;38655.97
1/17/2007;39218.09;38888.47;39395.79;38789.00
1/18/2007;40256.29;39218.09;40256.29;39218.09
1/19/2007;40201.14;40256.29;40811.96;39806.25
1/22/2007;41246.95;40201.14;41296.63;40201.14
1/23/2007;41250.09;41246.95;41311.11;40622.04
1/24/2007;42035.52;41250.09;42118.11;41250.09
1/25/2007;42122.68;42035.52;42516.82;41793.19
1/26/2007;41846.38;42122.68;42122.68;41318.86
1/29/2007;41397.38;41846.38;41962.90;41128.33
1/30/2007;41357.49;41397.38;41454.29;40687.67
1/31/2007;41182.55;41357.49;41763.90;41056.03
2/1/2007;42301.96;41182.55;42540.19;41182.55
2/2/2007;43112.53;42301.96;43318.76;42226.30
2/5/2007;42700.51;43112.53;43146.43;42376.40
2/6/2007;42501.42;42700.51;43096.25;42350.59
2/7/2007;42099.02;42501.42;42569.84;41772.70
2/8/2007;41645.21;42099.02;42099.02;41091.77
2/9/2007;42185.46;41645.21;42379.64;41645.21
2/12/2007;42025.89;42185.46;42286.07;41784.98
2/13/2007;42551.57;42025.89;42756.37;41960.83
2/14/2007;43256.30;42551.57;43482.86;42551.57
2/15/2007;43813.73;43256.30;44235.84;43256.30
2/16/2007;43636.19;43813.73;43984.35;43385.46
2/19/2007;44252.94;43636.19;44259.48;43636.19
2/20/2007;44061.48;44252.94;44616.14;43795.44
2/21/2007;42888.58;44061.48;44160.44;42486.24
2/22/2007;43829.12;42888.58;43948.88;42888.58
2/23/2007;43591.72;43829.12;43829.12;43149.18
2/26/2007;43736.78;43591.72;43760.22;43181.91
2/27/2007;41773.98;43736.78;43736.78;41515.86
2/28/2007;41430.99;41773.98;41773.98;40468.28
3/1/2007;39588.24;41430.99;41567.92;39424.55
3/2/2007;40550.34;39588.24;40651.87;39512.26
3/5/2007;39729.40;40550.34;40550.34;38824.03
3/6/2007;40230.78;39729.40;40536.70;39729.40
3/7/2007;40406.51;40230.78;40912.29;40103.31
3/8/2007;41406.85;40406.51;41468.17;40406.51
3/9/2007;42056.32;41406.85;42056.32;40921.30
3/12/2007;41978.34;42056.32;42632.68;41589.42
3/13/2007;41665.97;41978.34;42300.96;41244.71
3/14/2007;40501.85;41665.97;41665.97;40182.94
3/15/2007;41195.20;40501.85;41491.19;40501.85
3/16/2007;41819.84;41195.20;41819.84;40862.11
3/19/2007;41922.21;41819.84;42155.34;41571.08
3/20/2007;41817.66;41922.21;42446.62;41678.16
3/21/2007;42419.39;41817.66;42466.99;41817.66
3/22/2007;43239.83;42419.39;43538.60;42419.39
3/23/2007;43408.71;43239.83;43628.39;43003.43
3/26/2007;43263.64;43408.71;43646.24;42900.73
3/27/2007;43097.10;43263.64;43319.30;42765.14
3/28/2007;43079.51;43097.10;43287.15;42582.50
3/29/2007;43666.17;43079.51;43666.17;43034.71
3/30/2007;43661.12;43666.17;43909.73;43430.95
4/2/2007;43542.20;43661.12;43735.54;43240.68
4/3/2007;44309.25;43542.20;44399.54;43542.20
4/4/2007;44660.68;44309.25;45089.64;44309.25
4/5/2007;45714.06;44660.68;45751.38;44660.68
